"author","coauthors"
"Giovanni Lamura","Susanne Iwarsson"
"Mirko Di Rosa","Giovanni Lamura"
"Mirko Di Rosa","Carlos Chiatti"
"Mirko Di Rosa","Maria Gabriella Melchiorre"
"Mirko Di Rosa","Francesco Barbabella"
"Mirko Di Rosa","Andrea Principi"
"Mirko Di Rosa","Vera Stara"
"Mirko Di Rosa","Sara Santini"
"Mirko Di Rosa","Antonio Cherubini"
"Mirko Di Rosa","Monica Casey"
"Mirko Di Rosa","Liam Glynn"
"Maria Gabriella Melchiorre","Giovanni Lamura"
"Maria Gabriella Melchiorre","Carlos Chiatti"
"Maria Gabriella Melchiorre","Francesco Barbabella"
"Maria Gabriella Melchiorre","Andrea Principi"
"Maria Gabriella Melchiorre","Balducci Cristian"
"Maria Gabriella Melchiorre","Roberta Papa"
"Maria Gabriella Melchiorre","Liana Spazzafumo"
"Maria Gabriella Melchiorre","Mario Barbagallo"
"Maria Gabriella Melchiorre","Ligia Dominguez"
"Maria Gabriella Melchiorre","Michele Tumminello"
"Maria Gabriella Melchiorre","Lamberto Manzoli"
"Daniel Lüdecke","Dominique Makowski"
"Daniel Lüdecke","Mattan S. Ben-Shachar"
"Daniel Lüdecke","Giovanni Lamura"
"Daniel Lüdecke","Sh Annabel Chen"
"Daniel Lüdecke","Mirko Di Rosa"
"Daniel Lüdecke","Philip D. Waggoner"
"Daniel Lüdecke","Steffen Moritz"
"Daniel Lüdecke","Maria Gabriella Melchiorre"
"Daniel Lüdecke","Bernd Löwe"
"Daniel Lüdecke","Dominique Makowski"
"Daniel Lüdecke","Mattan S. Ben-Shachar"
"Daniel Lüdecke","Giovanni Lamura"
"Daniel Lüdecke","Sh Annabel Chen"
"Daniel Lüdecke","Mirko Di Rosa"
"Daniel Lüdecke","Philip D. Waggoner"
"Daniel Lüdecke","Steffen Moritz"
"Daniel Lüdecke","Maria Gabriella Melchiorre"
"Daniel Lüdecke","Bernd Löwe"
"Daniel Lüdecke","Dominique Makowski"
"Daniel Lüdecke","Mattan S. Ben-Shachar"
"Daniel Lüdecke","Giovanni Lamura"
"Daniel Lüdecke","Sh Annabel Chen"
"Daniel Lüdecke","Mirko Di Rosa"
"Daniel Lüdecke","Philip D. Waggoner"
"Daniel Lüdecke","Steffen Moritz"
"Daniel Lüdecke","Maria Gabriella Melchiorre"
"Daniel Lüdecke","Bernd Löwe"
"Philippe Blondé","Marco Sperduti"
"Philippe Blondé","Dominique Makowski"
"Philippe Blondé","Pascale Piolino"
"Philippe Blondé","Serge Nicolas"
"Philippe Blondé","Allan Armougum"
"Philippe Blondé","Tiziana Zalla"
"Philippe Blondé","Stephane Lemaire"
"Philippe Blondé","Jean-Charles Girardeau"
"Philippe Blondé","La Corte Valentina"
"Philippe Blondé","Marco Sperduti"
"Philippe Blondé","Dominique Makowski"
"Philippe Blondé","Pascale Piolino"
"Philippe Blondé","Serge Nicolas"
"Philippe Blondé","Allan Armougum"
"Philippe Blondé","Tiziana Zalla"
"Philippe Blondé","Stephane Lemaire"
"Philippe Blondé","Jean-Charles Girardeau"
"Philippe Blondé","La Corte Valentina"
"Philippe Blondé","Marco Sperduti"
"Philippe Blondé","Dominique Makowski"
"Philippe Blondé","Pascale Piolino"
"Philippe Blondé","Serge Nicolas"
"Philippe Blondé","Allan Armougum"
"Philippe Blondé","Tiziana Zalla"
"Philippe Blondé","Stephane Lemaire"
"Philippe Blondé","Jean-Charles Girardeau"
"Philippe Blondé","La Corte Valentina"
"Jordan Grafman","Frank Krueger"
"Jordan Grafman","Irene Litvan"
"Jordan Grafman","Pietro Pietrini"
"Jordan Grafman","Jorge Moll"
"Jordan Grafman","Alvaro Pascual-Leone, Md, Phd"
"Jordan Grafman","Roland Zahn"
"Jordan Grafman","Matteo Pardini"
"Jordan Grafman","Gianpaolo Basso"
"Jordan Grafman","Vinod Goel"
"Jordan Grafman","Paolo Nichelli"
"Jordan Grafman","Tiziana Zalla"
"Jordan Grafman","N Cella"
"Nicolas Franck","Guy Tiberghien"
"Nicolas Franck","Elisabeth Pacherie"
"Nicolas Franck","Valérian Chambon"
"Nicolas Franck","Jean Decety"
"Nicolas Franck","Chris Frith"
"Nicolas Franck","Tiziana Zalla"
"Nicolas Franck","Andrea Slachevsky"
"Nicolas Franck","Professor Manos Tsakiris"
"Nicolas Franck","Francois Petitjean"
"Nicolas Franck","Philippe Domenech"
"Nicolas Franck","James Kilner"
"Nicolas Franck","Swann Pichon"
"Nicolas Franck","Peter Ford Dominey"
"Nicolas Franck","David Sander"
"Nicolas Franck","Jim Van Os"
"Nicolas Franck","Yann Coello"
"David Sander","Patrik Vuilleumier"
"David Sander","Tobias Brosch"
"David Sander","Gilles Pourtois"
"David Sander","Geraldine Coppin"
"David Sander","Pascal Vrticka"
"David Sander","Sophie Schwartz"
"David Sander","Mohamed L Seghier"
"David Sander","Etienne Roesch"
"David Sander","Lionel Reveret"
"Gianpaolo Basso","Jordan Grafman"
"Gianpaolo Basso","Pietro Pietrini"
"Gianpaolo Basso","Paolo Nichelli"
"Gianpaolo Basso","Francesca Frassinetti"
"Gianpaolo Basso","Tiziana Zalla"
"Gianpaolo Basso","Stefano Magon"
"Gianpaolo Basso","Giuseppe Di Pellegrino"
"Gianpaolo Basso","Franco Fabbro"
"Gianpaolo Basso","Jorge Jovicich"
"Gianpaolo Basso","Eva Baker"
"Gianpaolo Basso","Simon Robinson"
"Gianpaolo Basso","Rita Capasso"
"Pietro Pietrini","Emiliano Ricciardi"
"Pietro Pietrini","James Haxby"
"Pietro Pietrini","Gene E. Alexander"
"Pietro Pietrini","Barry Horwitz"
"Pietro Pietrini","Claudio Gentili"
"Pietro Pietrini","Jordan Grafman"
"Laurent Cohen","Stanislas Dehaene"
"Laurent Cohen","Lionel Naccache"
"Laurent Cohen","Jacques Mehler"
"Laurent Cohen","Ghislaine Dehaene-Lambertz"
"Laurent Cohen","Fabien Vinckier"
"Laurent Cohen","Régine Kolinsky"
"Laurent Cohen","Jean-François Mangin"
"Laurent Cohen","Gaillard Raphaël"
"Laurent Cohen","Emmanuel Dupoux"
"Laurent Cohen","Pierre-Francois Van De Moortele"
"Laurent Cohen","Benjamin Rohaut, Md Phd"
"Laurent Cohen","Felipe Pegado"
"Laurent Cohen","Jb Poline"
"Laurent Cohen","Amedi Amir"
"Laurent Cohen","Mariano Sigman"
"Laurent Cohen","Jacobo Diego Sitt, M.d., Phd"
"Laurent Cohen","Daniela Perani"
"Laurent Cohen","Anna J. Wilson"
"Laurent Cohen","Thiebaut De Schotten, M"
"Laurent Cohen","Jean-Rémi King"
"Franck Ramus","Jacques Mehler"
"Franck Ramus","Uta Frith"
"Franck Ramus","Sarah J White"
"Franck Ramus","Irene Altarelli"
"Franck Ramus","Stuart Rosen"
"Franck Ramus","Hugo Peyre"
"Franck Ramus","Ghislaine Dehaene-Lambertz"
"Franck Ramus","Elizabeth Milne"
"Franck Ramus","John Swettenham"
"Franck Ramus","Emmanuel Dupoux"
"Franck Ramus","Katarzyna Jednoróg"
"Franck Ramus","Joel Fluss"
"Franck Ramus","Dr Peter C. Hansen"
"Franck Ramus","Steven Dakin"
"Franck Ramus","Brian L Day"
"Franck Ramus","Marc Hauser"
"Franck Ramus","Marina Nespor"
"Franck Ramus","Anne-Lise Giraud"
"Franck Ramus","Anne Christophe"
"Franck Ramus","Jessica Dubois"
"Emmanuel Dupoux","Jacques Mehler"
"Emmanuel Dupoux","Sharon Peperkamp"
"Emmanuel Dupoux","Stanislas Dehaene"
"Emmanuel Dupoux","Christophe Pallier"
"Emmanuel Dupoux","Alejandrina (Alex) Cristia"
"Emmanuel Dupoux","Nuria Sebastian Galles"
"Emmanuel Dupoux","Anne Christophe"
"Emmanuel Dupoux","Laurent Cohen"
"Emmanuel Dupoux","Charlotte Jacquemot"
"Emmanuel Dupoux","Thomas Schatz"
"Emmanuel Dupoux","Daniela Perani"
"Emmanuel Dupoux","Gabriel Synnaeve"
"Emmanuel Dupoux","Maarten Versteegh"
"Emmanuel Dupoux","Pierre Jacob"
"Emmanuel Dupoux","Pierre-Francois Van De Moortele"
"Emmanuel Dupoux","Eraldo Paulesu"
"Emmanuel Dupoux","Vincent De Gardelle"
"Emmanuel Dupoux","Jb Poline"
"Emmanuel Dupoux","Franck Ramus"
"Emmanuel Dupoux","Aren Jansen"
"Michael Phipps","Dawn Bravata"
"Michael Phipps","Jordan Grafman"
"Michael Phipps","Jason Sico"
"Michael Phipps","Neale Chumbler"
"Michael Phipps","Irene Litvan"
"Michael Phipps","Elizabeth Milne"
"Giorgio Coricelli","Mateus Joffily"
"Giorgio Coricelli","Rosemarie Nagel"
"Giorgio Coricelli","Raymond J Dolan"
"Giorgio Coricelli","Luca Polonio"
"Giorgio Coricelli","Stefano Palminteri"
"Giorgio Coricelli","Jerome Sallet"
"Giorgio Coricelli","John P. O'doherty"
"Giorgio Coricelli","Hugo Critchley"
"Giorgio Coricelli","Sarah-Jayne Blakemore"
"Giorgio Coricelli","Mehdi Khamassi"
"Giorgio Coricelli","Elsa Fouragnan"
"Giorgio Coricelli","Alain Nicolas"
"Giorgio Coricelli","Ben Greiner"
"Giorgio Coricelli","Stephanie Burnett Heyes"
"Giorgio Coricelli","Gerlinde Fellner-Röhling"
"Giorgio Coricelli","Alessandro Grecucci"
"Giorgio Coricelli","Florence Thibaut"
"Giorgio Coricelli","Sibilla Di Guida"
"Giorgio Coricelli","Paolo Avesani"
"Giorgio Coricelli","Susanne Greiner"
"Janet Metcalfe","Bridgid Finn"
"Janet Metcalfe","Nate Kornell"
"Janet Metcalfe","Lisa Son"
"Janet Metcalfe","Arthur Shimamura"
"Janet Metcalfe","Endel Tulving"
"Janet Metcalfe","John Dunlosky"
"Janet Metcalfe","Garrison W.  Cottrell"
"Janet Metcalfe","W. Jake Jacobs"
"Janet Metcalfe","Teal S Eich"
"Janet Metcalfe","Yaakov Stern"
"Janet Metcalfe","Ken Koedinger"
"Janet Metcalfe","Harold Pashler"
"Janet Metcalfe","Hakwan Lau"
"Janet Metcalfe","Michael S. Gazzaniga"
"Janet Metcalfe","Jason Mitchell"
"Janet Metcalfe","Robert Thomas Knight"
"Janet Metcalfe","Jessica Witt"
"Janet Metcalfe","Kayuet Liu"
"Janet Metcalfe","Li Yan Mccurdy"
"Janet Metcalfe","Michael J. Serra"
"Edouard Machery","Stephen Stich"
"Edouard Machery","Ron Mallon"
"Edouard Machery","Justin Sytsma"
"Edouard Machery","Shaun Nichols"
"Edouard Machery","Daniel Kelly"
"Edouard Machery","Paul Griffiths"
"Edouard Machery","Markus Werning"
"Edouard Machery","David Rose"
"Edouard Machery","Stefan Linquist"
"Edouard Machery","Jonathan Livengood"
"Edouard Machery","David Colaço"
"Edouard Machery","H. Clark Barrett"
"Edouard Machery","Noel Struchiner"
"Edouard Machery","Max Deutsch"
"Edouard Machery","Karola Stotz"
"Edouard Machery","Christopher Y. Olivola"
"Edouard Machery","Elizabeth O'neill"
"Edouard Machery","Konstantinos Katsikopoulos"
"Edouard Machery","Thorsten Pachur"
"Edouard Machery","Annika Wallin"
"Andrea Stocco","Chantel Prat"
"Andrea Stocco","Christian Lebiere"
"Andrea Stocco","Danilo Fum"
"Andrea Stocco","John R Anderson"
"Andrea Stocco","Rajesh P. N. Rao"
"Andrea Stocco","Brianna L. Yamasaki"
"Andrea Stocco","Hedderik Van Rijn"
"Andrea Stocco","Jelmer Borst"
"Andrea Stocco","Niels Taatgen"
"Andrea Stocco","Randall O'reilly"
"Andrea Stocco","Fabio Del Missier"
"Andrea Stocco","Michael W. Cole"
"Andrea Stocco","Patryk Laurent"
"Andrea Stocco","Ion Juvina"
"Andrea Stocco","David Reitter"
"Andrea Stocco","Alexei V. Samsonovich"
"Andrea Stocco","Cristiano Crescentini"
"Andrea Stocco","Paul Rosenbloom"
"Andrea Stocco","John Laird"
"Andrea Stocco","William G. Kennedy"
"Manuela Piazza","Stanislas Dehaene"
"Manuela Piazza","Véronique Izard"
"Manuela Piazza","Edward M. Hubbard"
"Manuela Piazza","Laurent Cohen"
"Manuela Piazza","Brian Butterworth"
"Manuela Piazza","Marco Zorzi"
"Manuela Piazza","Ilaria Berteletti"
"Manuela Piazza","Professor Andrea Mechelli"
"Manuela Piazza","David Melcher"
"Manuela Piazza","Marco Buiatti"
"Manuela Piazza","Valentina Borghesani"
"Manuela Piazza","Andrea Facoetti"
"Manuela Piazza","Alessandro Chinello"
"Manuela Piazza","Mariagrazia Ranzini"
"Manuela Piazza","Ghislaine Dehaene-Lambertz"
"Manuela Piazza","Pedro Pinheiro-Chagas"
"Manuela Piazza","Pierre Pica"
"Manuela Piazza","Elizabeth Spelke"
"Manuela Piazza","Fabian Pedregosa"
"Manuela Piazza","André Knops"
"Tiziana Zalla","Jordan Grafman"
"Tiziana Zalla","Marco Sperduti"
"Tiziana Zalla","Nicolas Franck"
"Tiziana Zalla","David Sander"
"Tiziana Zalla","Gianpaolo Basso"
"Tiziana Zalla","Pietro Pietrini"
"Tiziana Zalla","Pascale Piolino"
"Tiziana Zalla","Laurent Cohen"
"Tiziana Zalla","Franck Ramus"
"Tiziana Zalla","Emmanuel Dupoux"
"Tiziana Zalla","Pierre Jacob"
"Tiziana Zalla","Michael Phipps"
"Tiziana Zalla","Giorgio Coricelli"
"Tiziana Zalla","Janet Metcalfe"
"Tiziana Zalla","Edouard Machery"
"Tiziana Zalla","Andrea Stocco"
"Tiziana Zalla","Danilo Fum"
"Tiziana Zalla","Manuela Piazza"
"Tiziana Zalla","Bernard Pachoud"
"Tiziana Zalla","Adriano Paolo Gershom Palma"
"Tiziana Zalla","Jordan Grafman"
"Tiziana Zalla","Marco Sperduti"
"Tiziana Zalla","Nicolas Franck"
"Tiziana Zalla","David Sander"
"Tiziana Zalla","Gianpaolo Basso"
"Tiziana Zalla","Pietro Pietrini"
"Tiziana Zalla","Pascale Piolino"
"Tiziana Zalla","Laurent Cohen"
"Tiziana Zalla","Franck Ramus"
"Tiziana Zalla","Emmanuel Dupoux"
"Tiziana Zalla","Pierre Jacob"
"Tiziana Zalla","Michael Phipps"
"Tiziana Zalla","Giorgio Coricelli"
"Tiziana Zalla","Janet Metcalfe"
"Tiziana Zalla","Edouard Machery"
"Tiziana Zalla","Andrea Stocco"
"Tiziana Zalla","Danilo Fum"
"Tiziana Zalla","Manuela Piazza"
"Tiziana Zalla","Bernard Pachoud"
"Tiziana Zalla","Adriano Paolo Gershom Palma"
"Tiziana Zalla","Jordan Grafman"
"Tiziana Zalla","Marco Sperduti"
"Tiziana Zalla","Nicolas Franck"
"Tiziana Zalla","David Sander"
"Tiziana Zalla","Gianpaolo Basso"
"Tiziana Zalla","Pietro Pietrini"
"Tiziana Zalla","Pascale Piolino"
"Tiziana Zalla","Laurent Cohen"
"Tiziana Zalla","Franck Ramus"
"Tiziana Zalla","Emmanuel Dupoux"
"Tiziana Zalla","Pierre Jacob"
"Tiziana Zalla","Michael Phipps"
"Tiziana Zalla","Giorgio Coricelli"
"Tiziana Zalla","Janet Metcalfe"
"Tiziana Zalla","Edouard Machery"
"Tiziana Zalla","Andrea Stocco"
"Tiziana Zalla","Danilo Fum"
"Tiziana Zalla","Manuela Piazza"
"Tiziana Zalla","Bernard Pachoud"
"Tiziana Zalla","Adriano Paolo Gershom Palma"
"Stephane Lemaire","Tiziana Zalla"
"Stephane Lemaire","Marco Sperduti"
"Stephane Lemaire","Dominique Makowski"
"Stephane Lemaire","Pascale Piolino"
"Stephane Lemaire","Tiziana Zalla"
"Stephane Lemaire","Marco Sperduti"
"Stephane Lemaire","Dominique Makowski"
"Stephane Lemaire","Pascale Piolino"
"Stephane Lemaire","Tiziana Zalla"
"Stephane Lemaire","Marco Sperduti"
"Stephane Lemaire","Dominique Makowski"
"Stephane Lemaire","Pascale Piolino"
"Minna Hannula-Sormunen","Jake Mcmullen"
"Minna Hannula-Sormunen","Pekka Räsänen"
"Minna Hannula-Sormunen","Bert De Smedt"
"Minna Hannula-Sormunen","Daniel Ansari"
"Minna Hannula-Sormunen","Koen Veermans"
"Minna Hannula-Sormunen","Michael Schneider"
"Minna Hannula-Sormunen","Jo Van Hoof"
"Minna Hannula-Sormunen","Wim Van Dooren"
"Minna Hannula-Sormunen","Silke M. Goebel"
"Minna Hannula-Sormunen","Keith Weber"
"Minna Hannula-Sormunen","Matthew Inglis"
"Minna Hannula-Sormunen","Lara Alcock"
"Minna Hannula-Sormunen","Guenter Esser"
"Minna Hannula-Sormunen","Pekka Räsänen"
"Mattan S. Ben-Shachar","Daniel Lüdecke"
"Mattan S. Ben-Shachar","Dominique Makowski"
"Mattan S. Ben-Shachar","Andrea Berger"
"Mattan S. Ben-Shachar","Sh Annabel Chen"
"Mattan S. Ben-Shachar","Dmitri Lavro"
"Mattan S. Ben-Shachar","Minna Hannula-Sormunen"
"Mattan S. Ben-Shachar","Daniel Lüdecke"
"Mattan S. Ben-Shachar","Dominique Makowski"
"Mattan S. Ben-Shachar","Andrea Berger"
"Mattan S. Ben-Shachar","Sh Annabel Chen"
"Mattan S. Ben-Shachar","Dmitri Lavro"
"Mattan S. Ben-Shachar","Minna Hannula-Sormunen"
"Mattan S. Ben-Shachar","Daniel Lüdecke"
"Mattan S. Ben-Shachar","Dominique Makowski"
"Mattan S. Ben-Shachar","Andrea Berger"
"Mattan S. Ben-Shachar","Sh Annabel Chen"
"Mattan S. Ben-Shachar","Dmitri Lavro"
"Mattan S. Ben-Shachar","Minna Hannula-Sormunen"
"Chiao-Yi Wu","Sh Annabel Chen"
"Moon-Ho Ho","Kim-Yin Chan"
"Moon-Ho Ho","Marilyn A. Uy"
"Moon-Ho Ho","Dolores Albarracin"
"Moon-Ho Ho","Randy P. Auerbach"
"Moon-Ho Ho","Sh Annabel Chen"
"Moon-Ho Ho","Olexander (Sasha) Chernyshenko"
"Moon-Ho Ho","Brent A. Mcbride"
"Moon-Ho Ho","Sarah J Schoppe-Sullivan, Ph.d."
"Moon-Ho Ho","Hernando Ombao"
"Moon-Ho Ho","Christian A. Webb"
"Moon-Ho Ho","Joel Wong"
"Moon-Ho Ho","Chiao-Yi Wu"
"Moon-Ho Ho","Aprajita Mohanty"
"Moon-Ho Ho","Li Qu"
"Moon-Ho Ho","Rebecca P. Ang"
"Moon-Ho Ho","Wai Chan"
"Moon-Ho Ho","Anne-Marie Turcotte-Tremblay"
"David Kareken","Mario Dzemidzic"
"Anqi Qiu","Chong Yap Seng"
"Anqi Qiu","Michael I. Miller"
"Anqi Qiu","Laurent Younes"
"Anqi Qiu","Jia Du"
"Anqi Qiu","Tilak Ratnanather"
"Anqi Qiu","Sh Annabel Chen"
"Anqi Qiu","Susumu Mori"
"Anqi Qiu","Dr Nagulan Ratnarajah"
"Anqi Qiu","Moo K. Chung"
"Anqi Qiu","Joan Alexis Glaunès"
"Anqi Qiu","Kai-Hsiang Chuang"
"Anqi Qiu","Phua, Desiree Y."
"Anqi Qiu","Sl Collinson"
"Anqi Qiu","Steven Yantis"
"Anqi Qiu","Jong-Min Lee"
"Edith Sullivan","Torsten Rohlfing"
"Edith Sullivan","Ian M. Colrain"
"Edith Sullivan","Kilian M. Pohl"
"Edith Sullivan","Dirk Mayer"
"Edith Sullivan","Fiona Baker"
"Edith Sullivan","John Gabrieli"
"Edith Sullivan","Susan Tapert"
"Edith Sullivan","Jerome Yesavage"
"Edith Sullivan","Michael Moseley"
"Epifanio Bagarinao","Sean Mackey"
"Epifanio Bagarinao","Yoshio Tanaka"
"Epifanio Bagarinao","Shinji Naganawa <U+9577><U+7E04><U+614E><U+4E8C>"
"Epifanio Bagarinao","Katherine T. Martucci, Phd"
"Epifanio Bagarinao","Melissa A. Farmer"
"Epifanio Bagarinao","Jennifer Labus"
"Epifanio Bagarinao","Emeran A. Mayer, M.d."
"Epifanio Bagarinao","Dan Clauw"
"Epifanio Bagarinao","Apkar Vania Apkarian"
"Epifanio Bagarinao","Sh Annabel Chen"
"Epifanio Bagarinao","Gary Glover"
"Epifanio Bagarinao","Richard E. Harris"
"Epifanio Bagarinao","Daisuke Mori"
"Epifanio Bagarinao","Eric Ichesco"
"Epifanio Bagarinao","Matthew D. Sacchet"
"Epifanio Bagarinao","Joe Senda"
"Epifanio Bagarinao","Daniel Racoceanu"
"Epifanio Bagarinao","William R. Shirer"
"Epifanio Bagarinao","Caesar Saloma"
"Epifanio Bagarinao","Makoto Miyakoshi"
"Peter R. Martin","Amelia Arria"
"Peter R. Martin","Peter Selby"
"Peter R. Martin","Bryon Adinoff"
"Peter R. Martin","Benoit Dawant"
"Peter R. Martin","Alistair James Reid Finlayson"
"Peter R. Martin","William Cooper"
"Peter R. Martin","Ronald Cowan"
"Peter R. Martin","Meg Benningfield"
"Peter R. Martin","Brian A. Mccool"
"Peter R. Martin","Walter H Kaye"
"Peter R. Martin","Edward Sellers"
"Peter R. Martin","Gold Pw"
"Peter R. Martin","Amy Salisbury"
"Peter R. Martin","Nutt"
"Peter R. Martin","Buchowski, M"
"Peter R. Martin","Richard A Epstein, Phd, Mph"
"Peter R. Martin","Stephen W. Patrick, Md, Mph, Ms"
"Peter R. Martin","Sohee Park"
"Peter R. Martin","Jordan Grafman"
"Peter R. Martin","Victoria L Morgan"
"Kai-Hsiang Chuang","Prashant Chandrasekharan"
"Kai-Hsiang Chuang","Fatima A. Nasrallah"
"Kai-Hsiang Chuang","Jun Ding"
"Kai-Hsiang Chuang","Chang-Tong Yang"
"Kai-Hsiang Chuang","Si-Shen Feng (<U+51AF><U+601D><U+614E>)"
"Kai-Hsiang Chuang","Xuan Vinh To"
"Kai-Hsiang Chuang","Junmin Xue"
"Kai-Hsiang Chuang","Afonso C. Silva, Ph.d."
"Kai-Hsiang Chuang","Ichio Aoki"
"Kai-Hsiang Chuang","S. L.  Talagala"
"Kai-Hsiang Chuang","Ming-Jang Chiu"
"Kai-Hsiang Chuang","Galit Pelled"
"Kai-Hsiang Chuang","Anqi Qiu"
"Kai-Hsiang Chuang","Peter Van Gelderen"
"Kai-Hsiang Chuang","Jan-Ray Liao"
"Kai-Hsiang Chuang","Philip Kuchel"
"Kai-Hsiang Chuang","Asad Abu Bakar Ali"
"Kai-Hsiang Chuang","Choon Hua Thng"
"Kai-Hsiang Chuang","Septian Hartono"
"Kai-Hsiang Chuang","Tong San Koh"
"James B. Hale","Catherine A. Fiorello"
"James B. Hale","Scott L. Decker"
"James B. Hale","Gabrielle Wilcox"
"James B. Hale","Sh Annabel Chen"
"James B. Hale","Scott Solberg"
"James B. Hale","Jan C. Frijters"
"James B. Hale","C A Riccio"
"James B. Hale","Kenneth K Poon"
"James B. Hale","Devin Kearns"
"James B. Hale","Zachary Walker"
"James B. Hale","W. Joel Schneider"
"James B. Hale","Frank P. Macmaster, Phd"
"James B. Hale","Shu-Hui Lee"
"James B. Hale","Jac J. W. Andrews"
"James B. Hale","Seng Chee Tan"
"Makoto Miyakoshi","Scott Makeig"
"Makoto Miyakoshi","Gregory Light"
"Makoto Miyakoshi","Catherine Sugar"
"Makoto Miyakoshi","Arnaud Delorme"
"Fang-Cheng (Frank) Yeh","Juan Carlos Fernandez-Miranda"
"Fang-Cheng (Frank) Yeh","Timothy Verstynen"
"Fang-Cheng (Frank) Yeh","Sudhir K Pathak"
"Fang-Cheng (Frank) Yeh","Sandip Panesar"
"Fang-Cheng (Frank) Yeh","Kumar Abhinav"
"Fang-Cheng (Frank) Yeh","Antonio Meola"
"Fang-Cheng (Frank) Yeh","Robert M Friedlander"
"Fang-Cheng (Frank) Yeh","David T. Fernandes Cabral"
"Fang-Cheng (Frank) Yeh","Jean M. Vettel, Phd"
"Fang-Cheng (Frank) Yeh","Chien Ho"
"Fang-Cheng (Frank) Yeh","T. Kevin Hitchens"
"Fang-Cheng (Frank) Yeh","Kevin Jarbo"
"Fang-Cheng (Frank) Yeh","Sheng-Kwei Song"
"Fang-Cheng (Frank) Yeh","Jie-Zhi Cheng [<U+912D><U+4ECB><U+8A8C>]"
"Fang-Cheng (Frank) Yeh","Barnabas Poczos"
"Fang-Cheng (Frank) Yeh","Meng-Chuan Lai [<U+8CF4><U+5B5F><U+6CC9>]"
"Fang-Cheng (Frank) Yeh","Anil Parwani"
"Kenneth K Poon","Kerry Lee"
"Kenneth K Poon","Meng Ee Wong"
"Kenneth K Poon","Linda R. Watson"
"Chai Quek","Professor Dr Ng Geok See"
"Chai Quek","Kai Keng Ang"
"Chai Quek","Abdul Wahab Abdul Rahman"
"Chai Quek","Cuntai Guan"
"Chai Quek","Dilip K. Prasad"
"Chai Quek","Tuan Zea Tan"
"Chai Quek","Mahnaz Arvaneh"
"Chai Quek","Lloyd H C Chua"
"Chai Quek","David Siu-Yeung Cho"
"Chai Quek","Edmund Lai"
"Chai Quek","Daming Shi"
"Chai Quek","Di Wang"
"Chai Quek","Eyk Ng"
"Chai Quek","Eng Yeow Cheu"
"Chai Quek","Douglas L. Maskell"
"Chai Quek","Minh Nhut Nguyen"
"Chai Quek","Reza Khosrowabadi"
"Chai Quek","See-Kiong Ng"
"Chai Quek","Chee-Kit Looi"
"Chai Quek","Ren Diao"
"Sh Annabel Chen","John E. Desmond"
"Sh Annabel Chen","Chiao-Yi Wu"
"Sh Annabel Chen","Moon-Ho Ho"
"Sh Annabel Chen","David Kareken"
"Sh Annabel Chen","Anqi Qiu"
"Sh Annabel Chen","Edith Sullivan"
"Sh Annabel Chen","Mark Lowe"
"Sh Annabel Chen","Epifanio Bagarinao"
"Sh Annabel Chen","Gary Bond"
"Sh Annabel Chen","Ming-Jang Chiu"
"Sh Annabel Chen","Peter R. Martin"
"Sh Annabel Chen","Kai-Hsiang Chuang"
"Sh Annabel Chen","James B. Hale"
"Sh Annabel Chen","Paul J. Moberg"
"Sh Annabel Chen","Makoto Miyakoshi"
"Sh Annabel Chen","John Mcgrew"
"Sh Annabel Chen","Fang-Cheng (Frank) Yeh"
"Sh Annabel Chen","Kenneth K Poon"
"Sh Annabel Chen","Chai Quek"
"Sh Annabel Chen","Zachary Walker"
"Sh Annabel Chen","John E. Desmond"
"Sh Annabel Chen","Chiao-Yi Wu"
"Sh Annabel Chen","Moon-Ho Ho"
"Sh Annabel Chen","David Kareken"
"Sh Annabel Chen","Anqi Qiu"
"Sh Annabel Chen","Edith Sullivan"
"Sh Annabel Chen","Mark Lowe"
"Sh Annabel Chen","Epifanio Bagarinao"
"Sh Annabel Chen","Gary Bond"
"Sh Annabel Chen","Ming-Jang Chiu"
"Sh Annabel Chen","Peter R. Martin"
"Sh Annabel Chen","Kai-Hsiang Chuang"
"Sh Annabel Chen","James B. Hale"
"Sh Annabel Chen","Paul J. Moberg"
"Sh Annabel Chen","Makoto Miyakoshi"
"Sh Annabel Chen","John Mcgrew"
"Sh Annabel Chen","Fang-Cheng (Frank) Yeh"
"Sh Annabel Chen","Kenneth K Poon"
"Sh Annabel Chen","Chai Quek"
"Sh Annabel Chen","Zachary Walker"
"Sh Annabel Chen","John E. Desmond"
"Sh Annabel Chen","Chiao-Yi Wu"
"Sh Annabel Chen","Moon-Ho Ho"
"Sh Annabel Chen","David Kareken"
"Sh Annabel Chen","Anqi Qiu"
"Sh Annabel Chen","Edith Sullivan"
"Sh Annabel Chen","Mark Lowe"
"Sh Annabel Chen","Epifanio Bagarinao"
"Sh Annabel Chen","Gary Bond"
"Sh Annabel Chen","Ming-Jang Chiu"
"Sh Annabel Chen","Peter R. Martin"
"Sh Annabel Chen","Kai-Hsiang Chuang"
"Sh Annabel Chen","James B. Hale"
"Sh Annabel Chen","Paul J. Moberg"
"Sh Annabel Chen","Makoto Miyakoshi"
"Sh Annabel Chen","John Mcgrew"
"Sh Annabel Chen","Fang-Cheng (Frank) Yeh"
"Sh Annabel Chen","Kenneth K Poon"
"Sh Annabel Chen","Chai Quek"
